time,DHA,NaOH,CaCl2,formaldehyde,C10+H2O_Ca_2p_I1,C10+H2O_Ca_2p_I2,C10+H2O_Ca_2p_I3,C10_Ca_2p_I1,C10_Ca_2p_I2,C10_Ca_2p_I3,C10_Ca_2p_I4,C11+H2O_Ca_2p_I1,C11+H2O_Ca_2p_I2,C11+H2O_Ca_2p_I3,C11_Ca_2p_I1,C11_Ca_2p_I2,C12+H2O_Ca_2p_I1,C12+H2O_Ca_2p_I2,C12+H2O_Ca_2p_I3,C12_Ca_2p_I1,C12_Ca_2p_I2,C12_Ca_2p_I3,C2_Ca_I1,C2_Ca_I2,C3_Ca_I1,C4_-H_NaCa_2p,C4_Ca_I1,C4_Ca_I2,C5_Ca_2p_I1,C5_Ca_2p_I2,C5_Na_I1,C5_Na_I2,C6+2H2O_Ca_2p_I1,C6+2H2O_Ca_2p_I2,C6+2H2O_Ca_2p_I3,C6+2H2O_Ca_2p_I4,C6+H2O_Ca_2p_I1,C6+H2O_Ca_2p_I2,C6+H2O_Ca_2p_I3,C6+H2O_Ca_2p_I4,C6-H2O_Ca_2p_I1,C6-H2O_Ca_2p_I2,C6-H2O_Na_I1,C6-H2O_Na_I2,C6-H2O_Na_I3,C6-H2O_Na_I4,C6_Ca_I1,C6_Ca_I2,C6_Ca_I3,C6_Ca_I4,C6_Ca_I5,C6_Ca_I6,C6_Na_I1,C6_Na_I2,C6_Na_I3,C6_Na_I4,C7+2H2O_Ca_2p_I1,C7+2H2O_Ca_2p_I2,C7+2H2O_Ca_2p_I3,C7+H2O_Ca_2p_I1,C7+H2O_Ca_2p_I2,C7+H2O_Ca_2p_I3,C7+H2O_Ca_2p_I4,C7-O-H2O_Na_I1,C7-O-H2O_Na_I2,C7-O-H2O_Na_I3,C7-O-H2O_Na_I4,C7-O-H2O_Na_I5,C7-O-H2O_Na_I6,C7-O_Ca_2p_I1,C7-O_Ca_2p_I2,C7-O_Ca_2p_I3,C7_+H2_Ca_2p_I1,C7_+H2_Ca_2p_I2,C7_+H2_Ca_2p_I3,C7_+H2_Ca_2p_I4,C7_+H2_Ca_2p_I5,C7_Ca_2p_I1,C7_Ca_2p_I2,C7_Ca_2p_I3,C7_Na_I1,C7_Na_I2,C7_Na_I3,C8+H2O_Ca_2p_I1,C8+H2O_Ca_2p_I2,C8+H2O_Ca_2p_I3,C8+H2O_Ca_2p_I4,C8_+H2_Ca_2p_I1,C8_+H2_Ca_2p_I2,C8_+H2_Ca_2p_I3,C8_Ca_2p_I1,C8_Ca_2p_I2,C8_Ca_2p_I3,C8_Ca_2p_I4,C9+H2O_Ca_2p_I1,C9+H2O_Ca_2p_I2,C9+H2O_Ca_2p_I3,C9+H2O_Ca_2p_I4,C9-O2_Ca_2p_I1,C9-O2_Ca_2p_I2,C9-O2_Ca_2p_I3,C9-O2_Ca_2p_I4,C9-O_Ca_2p_I1,C9-O_Ca_2p_I2,C9-O_Ca_2p_I3,C9-O_Ca_2p_I4,C9_Ca_2p_I1,C9_Ca_2p_I2,C9_Ca_2p_I3,C9_Ca_2p_I4
1940,38.46529940214716,36.25,36.25,36.25,0.004506618094263645,0.00230121960630436,0.00039805338356524445,0.00580306182213471,0.011602663368312515,0.0005581268569126833,0.0011807225892059685,0.0010251763246804707,0.001568695225873595,0.0003284852416149714,0.0055628698096220255,0.0006134451482715733,0.0005071121288716333,0.0010220526863552824,0.0003354802605026,0.0013071323410061841,0.00381244909197308,0.000427029192566925,0.0004412564610595611,0.0002680873524285,0.0005848699143835812,0.0005117046042636933,0.00029561555962592497,0.00041699769039839997,0.001567447513766563,0.00051866811183695,0.00171865245365493,0.01162979779614934,0.00044673548883468884,0.0016529436645261,0.0011810712104579105,0.0004178762958809857,0.00394372036788167,0.00616601119681234,0.004181302325740745,0.0006347299194733232,0.00248147411754358,0.0005424320563572,0.00028462919751625,0.0004571742975509412,0.0005204424248850824,0.0005054996850154252,0.017015160503618634,0.010298969747074869,0.0034785725641533196,0.0006602255095978882,0.0007625422373199812,0.00025305659159006663,0.0025705668559915353,0.01310107571850408,0.017829788775775627,0.005325012704124995,0.00040557008078566387,0.0012783035349951551,0.0001520156190051,0.001232732512065915,0.00430940950380952,0.00048662165171346663,0.00046966071428841,0.0,0.00036792059136752725,0.0004755392382414,0.00030416384144845966,0.00026298461484462,0.000303271599529,0.0036876477376674597,0.00301065588086016,0.0004373376030040545,0.0011554241608827166,0.002350808032256175,0.0012508599957694736,0.0008761153847535111,0.00033848082215685003,0.005825317865626075,0.007239343521641725,0.0005570772746783462,0.0019225687465362698,0.0010323127239783216,0.00107246055969573,0.0008290131371475714,0.0023745854269932648,0.0026138643979397,0.0004625704079635125,0.0005650127827237588,0.001447952949149755,0.00030694471563778,0.0007039341268537071,0.005556521217473536,0.00299467342631565,0.0004534024999224697,0.0008799326680334421,0.008218297308510281,0.000413342679603675,0.0008538403029066944,0.0007640562440750236,0.001492808008519475,0.0038883869993876696,0.0003357297613866,0.0007183889649481062,0.002511263728466585,0.00709677817369556,0.000902240840057539,0.0019105981563002851,0.007230911720218775,0.03377156175902962,0.003147049283212625
1950,38.46529940214716,36.25,36.25,36.25,0.004108210764332737,0.0019335675267507528,0.0007127977287959666,0.005428238392580758,0.010897459246521553,0.0003845700382071143,0.0010895747944320896,0.0012382351078945556,0.0012604951365195421,0.00048068431763322224,0.005593967446093968,0.0007061151157113824,0.0006913170079923832,0.001147746791904953,0.00038231978995546,0.001131687290555779,0.004093072475347352,0.0004998918706494666,0.00029978994520025846,0.0002234141077118,0.0005351658837577121,0.0004919766237322231,0.00042125867914870996,0.0002909845927300667,0.0011772946822147842,0.0004927091276960334,0.0014857899940305527,0.011782612325778631,0.0005942097767794,0.0014631885742867332,0.0011490586212077,0.0002992229525369032,0.003314440666912484,0.00682690349274531,0.004095644260570479,0.00043434651786213333,0.002551196216579784,0.0005664740269702807,0.0001833880828177,0.00033023552493779534,0.0005238471532971286,0.0005565073282746,0.01600807813773352,0.011383676059229025,0.003730728180370163,0.0007340432729197625,0.0009748950475311942,0.0004156098472596,0.0026333973209164054,0.0138416039344461,0.017358743712921017,0.005395330274705342,0.0005776650905821385,0.0013219060012825,0.0005112712564394667,0.0016156931924232445,0.004317568361504495,0.0005465879228792466,0.00049882027978324,0.0,0.0002944745037014307,0.0004843505802308385,0.0004315664203285333,0.0004369273459651666,0.00019566965567045,0.0034676814939691787,0.0026653822123256948,0.0006914422049202751,0.0011334529524507945,0.0018519587990078526,0.001347096850796522,0.0006879438046980499,0.00049394700065925,0.005737960472954595,0.007576389896686238,0.0005349070387286363,0.002054266681037347,0.0008943345136699867,0.0009529464099640947,0.0006028484109813063,0.002157997524119537,0.002347569570087321,0.000319491782839275,0.000552893261397677,0.0013276783153197474,0.000369260689223775,0.0005616526478442917,0.0056624726561112625,0.003437786413527779,0.00045193076029150555,0.0008752425259611158,0.0076976340629894575,0.00034463808743621666,0.0009215850438132117,0.0007764735610817929,0.0017973343868996948,0.003311009875495863,0.0007176420133567501,0.0006842242992369,0.0024273000247278685,0.00728913401449659,0.0009804480337884112,0.0020476052713474945,0.007071750076330374,0.03470893310400148,0.002948399438658437
1960,38.46529940214716,36.25,36.25,36.25,0.004056447305102295,0.0022690016348972603,0.000643457943495291,0.006359366587444055,0.012995884750047645,0.0003092889018998986,0.00116062069026614,0.0008294560580352867,0.00164472736843604,0.0003639344200816,0.004912475873106535,0.000602764835998789,0.0005743902825499583,0.0012212330985169474,0.000394131039726975,0.0015211107117630899,0.00432127897744404,0.0004122472311171111,0.0005266611827445616,7.931058232751513e-05,0.0004908855027528,0.00048752206751420907,0.00029835644436864545,0.00031162042739706666,0.001086502053571094,0.00034247377706825993,0.00148442778790925,0.01178038818000235,0.00043748165877804,0.001575422869944756,0.000915301738117306,0.000553153543821575,0.0036468004496111447,0.00612474237342577,0.00375470648045055,0.00046042524352976003,0.00235062289302687,0.0005441862503399056,0.0,0.00029572252393626,0.0004000974978705557,0.0006336203482460866,0.01643875612522257,0.011612031193562045,0.003033799877694715,0.0008552313595501188,0.0008267139297492653,0.00021613628689841967,0.00200342927277168,0.013938870206194665,0.016657316511591,0.0053609049829623,0.0004476936419225,0.00144307238631295,0.0004001809965053,0.001575466138232885,0.00441325755232585,0.00060664410819045,0.00039249786083322497,0.0,0.00023383654952544616,0.0005256188777636087,0.0002698734870319396,0.000249819339245925,0.00030318886848906666,0.00447143328999285,0.002946175030713965,0.0005242658877791,0.0014624717473162106,0.001921379840126111,0.00106359137650865,0.0007722211053187999,0.00029001054408525,0.005752917268613475,0.0069420287209534404,0.0007207478461085077,0.00196642649804722,0.001115389159738265,0.0010210607498301202,0.000895404016653375,0.0023520281731022,0.00247726323234516,0.0004875424551665364,0.0005298408645894909,0.00138118946021876,0.0005485152824108,0.0006817924132505768,0.0066956236984237,0.0033917776459001596,0.0005037436322833107,0.0010550502424808883,0.009281335144842074,0.0002473464847067,0.0006886049069271555,0.00069136932625775,0.0016153244317766349,0.00321757185806716,0.0003467578993876,0.0006454914432131938,0.0023688182254090447,0.00829399733670003,0.0008572290889087006,0.002008678187976475,0.007458859704189471,0.03764507465993806,0.00340246128020356
1970,38.46529940214716,36.25,36.25,36.25,0.004124208128518975,0.0021353688588554303,0.0005141480191333294,0.0057789099276690705,0.011539337509921305,0.0004753009448704375,0.001028048376851355,0.000894290753830695,0.001761537472285895,0.0003920849661097,0.00525234271095572,0.0006991984267119612,0.00047696722828278126,0.0009119687064256263,0.0005104024593379751,0.001514141115052185,0.003760795663607555,0.0005359664642867,0.00044589638285495714,0.0002432687608052,0.0005293774039084214,0.0004470480568295,0.0004057485897550101,0.00023052155563239998,0.000997069207680579,0.00045872454796192224,0.00130890870209227,0.01179267220091631,0.0005433741380158077,0.001500274764922795,0.0015148124079189843,0.0004976169880579375,0.0037588874171421496,0.00599117733815791,0.00444411031351822,0.0005767167829954126,0.00257401829072154,0.0008219882449137072,0.0002692212945654,0.00035927767278035,0.0005408997440129999,0.0004878509276167035,0.017313579529782068,0.011165566272488894,0.00351331142892108,0.0007444686044714878,0.0009177620304127301,0.0002849902508988,0.002517249654968695,0.01423161397590936,0.018228449173408694,0.006015575515098165,0.0005273608998029182,0.0010521805646892001,0.00047960620660251666,0.0017772741714703316,0.0045012805162178305,0.0007442064269733,0.00042018740844524283,0.0002105204365936,0.00046977519776347776,0.0004838021752345176,0.00033688624041276695,0.00027016973438230227,0.0,0.00341047361966853,0.00253795241614574,0.0005307584897719073,0.00109118587065499,0.0020745016404148447,0.0010465273976609278,0.0008105261975552801,0.0003397925469543,0.005388666840656345,0.007334384173660215,0.0005424104831068412,0.0021617482356833502,0.001079804881154925,0.0008721522634065201,0.00077769396138954,0.0026707678392172947,0.002558065654895535,0.0004152023211136909,0.0004035285233897981,0.0012298831404529316,0.000447952690951875,0.0006247688025697133,0.0059080336586172,0.003177287400728145,0.00040245693041632497,0.0009074165139636722,0.009434024347779485,0.0005364046433807715,0.0010257052657493704,0.0006957304467209954,0.001505622336513385,0.00347517472768673,0.00030860680345910004,0.0007579549457529384,0.00241191486718719,0.006910685513421486,0.0009699280299121269,0.00206640917986648,0.006207241417289635,0.035200147248748676,0.003000465390199835
1980,38.46529940214716,36.25,36.25,36.25,0.004139915739678346,0.0020217750900377502,0.00072326643958074,0.0058712116545507394,0.012749931469179882,0.00037530087898123194,0.0012444156195743578,0.0011587348220768263,0.0012567404015077896,0.0003931557547603,0.00530321565902996,0.000504303510747153,0.00050609575792873,0.001124640659418515,0.00031571560907133335,0.0012770583577073555,0.004170765050627135,0.0004441013010995,0.0002987840039215046,0.00030440430853909996,0.00046587196986757777,0.0004263921906693918,0.0003814280421959231,0.00025389885204762003,0.0011405422297635051,0.0003775292955722091,0.0012449307724507349,0.011099353917397834,0.000528390828724075,0.001578387959380275,0.0014152040336878901,0.0003780427595180143,0.003729555121605505,0.006041684941556625,0.00404803666681487,0.0005784531627097,0.00216597737901805,0.0006604833779086399,0.0003242534868482,0.0004313931516354888,0.0005212904555875214,0.0005692183459445611,0.01616663622244236,0.0112201654172761,0.0032772198806111353,0.000674897067954375,0.00093976735658938,0.00028458140231670003,0.002686428945899015,0.01441033129918597,0.018471311712792777,0.005305819042049745,0.0005978023207602687,0.0010137597416473,0.00035270185859901667,0.0016973590438154249,0.004373455808086355,0.0006566297683314647,0.0004373155748240167,0.0,0.0003727181340135267,0.0003154167180096462,0.00035745233061298,0.0003681213913721,0.0,0.003254262556657895,0.00235309559739296,0.0006871793453010083,0.001136376467720611,0.002330749489919655,0.0012829991493990684,0.0005724372009941061,0.00021285841528508658,0.00535179360290566,0.007341571604168436,0.0005753599965996384,0.002157108391140345,0.001212743718325375,0.0013539389022986501,0.0005094801224261748,0.002438039292389155,0.00251104534392254,0.00037913076869014,0.00049935138862992,0.00109287205797788,0.0003411138282981,0.000604783658618775,0.00609569171110552,0.00357374285376732,0.0004352708654995272,0.001018715804053421,0.009744945444934509,0.0004993555368517429,0.0008430565335756105,0.0006349603604256797,0.001613260654665975,0.0033087583590058153,0.0003912088162375666,0.0008462859830970929,0.002456463809008315,0.007961265719710994,0.0006921262870344647,0.00180561428895725,0.00754164533648463,0.03729586817951641,0.003693789870953695
1990,38.46529940214716,36.25,36.25,36.25,0.004662538036947011,0.002327883644961179,0.00042894697032248125,0.005701023038071811,0.012927150785174236,0.0003840939801454111,0.0012563443947770055,0.0010890689017847,0.0017683373800163528,0.00039967746862770004,0.005743637552336137,0.0007614772619827611,0.0005613288545194455,0.000987738309275879,0.00027011018122614016,0.0017437049961630264,0.004731389971057915,0.00042114161874958996,0.00033062234899461433,0.0002844742232979,0.00045930942221462945,0.0003909330058783166,0.0002592632778757727,0.00033096317405365,0.0009155202381376737,0.0004226210520443417,0.0016008681990169738,0.011811096813954232,0.00061512841499127,0.0012723673501123895,0.0015869625924267896,0.000467000806268275,0.0036008740953559267,0.006274516848485821,0.003704689595115137,0.0007679009183893777,0.0021837209442404104,0.00056435501075808,0.0,0.0004120675911962917,0.00033811873334454285,0.0006583770025890249,0.016993289692299806,0.011861835478974516,0.003955516292452263,0.0006857264309513666,0.0008842762133488059,0.0003241687699592926,0.002468547003785621,0.014118801005538827,0.018619865959227058,0.005879589658648089,0.0006370105245566847,0.0011057628784037,0.00025209938377168,0.0015952239126508334,0.003958215156596874,0.0006157081595746667,0.000498374430056275,0.0002137420614053,0.00043539906288106,0.0005091514985007,0.0003760693090246108,0.00022604137146554155,0.0,0.0029922536991884895,0.002776705371309205,0.0007158291591748417,0.0011508127504509527,0.0020450971372765105,0.0011271866562742499,0.0008424040349025933,0.0,0.005470258483954385,0.006683596393906395,0.0007795061779444925,0.0024302611964209684,0.0010794712038128,0.001238806072595442,0.0006733773419874231,0.002290574991592358,0.002394759986601537,0.0004232429790964909,0.00046594584153152496,0.0011235339234835,0.00023992319998506,0.000679405040447325,0.0061036377988388365,0.003093619459934963,0.0006156646283654,0.0009307293494783334,0.010124424141306978,0.0005013316125383818,0.0010589726973958126,0.0007125674549888772,0.00144948064957595,0.0032014347788050265,0.0004467299162594,0.0007070705454429799,0.002419235071197078,0.007958936640781164,0.0008663756956092111,0.0017951379216046576,0.00771508899974129,0.03695083070582705,0.0038212536247296315
2000,45.24823186056613,36.25,36.25,36.25,0.0051355543142942595,0.002478218826877195,0.00048142318644037695,0.005692446581156295,0.0128446509213048,0.0004842066865239584,0.001397615859629035,0.001009834834523,0.00196945962230142,0.0003270547656849734,0.00580981051372129,0.0007000329739667423,0.00048055502164604663,0.00119152505380083,0.0004614429219543,0.001303956768680315,0.00510583529705873,0.0004306741508803,0.00027130198754006155,0.0003650418399922,0.0004548701897663304,0.0005054437665392285,0.00022360398668585,0.00024249869601786667,0.0011124412986832667,0.0004596655462558556,0.0016367217513245699,0.0108250735314597,0.0003763174360123857,0.0015356910685120895,0.00102325249872414,0.00032335994932276667,0.0039481978520334495,0.00622480795935287,0.0037789067183804552,0.0004585085912329385,0.0026900916961151793,0.0005773139074718125,0.00015854165445705,0.00027879283103356703,0.0004518280750079732,0.0005766576142153422,0.01702577141504169,0.01156429644030219,0.003111985421611135,0.0008982639219503133,0.0008946705276209999,0.0003996018202502,0.002717156118225095,0.013891724208072886,0.018334567939313765,0.005608891023388205,0.0004490830626402636,0.00139696303164168,0.0004438322639762273,0.00126185365079338,0.004331847574876179,0.0007016347534919847,0.0003676005117806,0.0,0.00034876247818402224,0.00048263925193085225,0.0003014137842646138,0.00020007664580175,0.0,0.0033492384716531398,0.0026235152186596298,0.0004680565871023,0.0010818280426097052,0.0018042546016727953,0.001011950704933585,0.00060539615242153,0.0002157955513815,0.0053373426825115,0.006654295880609951,0.0006092579587515929,0.0023357754637903148,0.00115162485414751,0.0010091111432598498,0.0005363052414405812,0.002298004861069695,0.002455750796311745,0.0004300196454362,0.0006036942478251144,0.0010709953480696277,0.0003902445211224143,0.0005784445333423765,0.00576526576121438,0.002632176527562435,0.0005890102515671667,0.0007304275048391741,0.010027243800151329,0.00035737323933170004,0.0008716515308168539,0.0009647164840289706,0.001695102943279465,0.0035658317236070105,0.00042501120318923333,0.0007993981975215615,0.002475088206665885,0.0075919928452583205,0.00107250757280265,0.00195676100447903,0.00808317460713631,0.039940204348447646,0.00344464267849807
2010,45.24823186056613,36.25,36.25,36.25,0.004473869857244955,0.002389510222864475,0.0005393090971525857,0.00608210933597562,0.013410840380550845,0.0005616386942206667,0.0011643891660391,0.0010391739460783105,0.001640054114601975,0.00051731954503974,0.005852696550879935,0.0008528853702181942,0.0005815619624103933,0.00105246656572067,0.0002846620481559274,0.0013023240955486,0.004635808380605265,0.00047212343922199,0.00058167523479848,0.0001847601936345,0.0003924097627269286,0.0004610014462121667,0.00034031675779560715,0.00023114319618732832,0.0009854041894524833,0.00035991118209639995,0.001476002457461065,0.01193680615083674,0.0005098221227337112,0.001530712494933515,0.0012103649664244515,0.00052652102487065,0.0034205759178150648,0.005362277888629216,0.003884370778473995,0.00046542644943076665,0.00233081670571624,0.0005608163888246134,0.0004383884341822,0.00036321409647624994,0.00039880568144404265,0.0005620111874191382,0.015949452766778935,0.01158957473896852,0.003289994929160305,0.0007511038672125199,0.0008286930682082278,0.0004623982647007,0.00259174960893003,0.013795801109511618,0.01800397280405764,0.00575963602887803,0.0004562861202423533,0.001497789514289655,0.00041608505218775494,0.0017794794754238893,0.00439575768246589,0.0006682819147330125,0.000522860228911525,0.00027474697076465,0.0005388720599205083,0.00056192268715585,0.00038507331040792944,0.00034282117208847497,0.00017820542587855,0.00337409136945233,0.0023364000115704197,0.0004883891419373,0.0012823405931619795,0.001728795670012065,0.0010042057467546106,0.0007161989093224461,0.0003169906007734,0.00548302075998526,0.00781669345405138,0.0007580693127996385,0.002353711074042375,0.00110723316581257,0.0010658856342368318,0.00045331953763466063,0.0024355678225245997,0.00234062974790669,0.00042106749293715,0.0005252158606067166,0.001113191204787895,0.000296866322717225,0.0009376594230843231,0.006181420318315775,0.0029314488933633804,0.00041440062303930005,0.0010419362023411315,0.00930404670044977,0.00038715710925598523,0.001048068508646775,0.0009130835781339,0.0016776771984796251,0.003213787811989305,0.0006525730441872,0.00052845651062456,0.002624308705668365,0.008203056201287851,0.0008613092641785105,0.0019275018547368157,0.00767790377236587,0.03822180397049903,0.0034828985062220997
2020,45.24823186056613,36.25,36.25,36.25,0.00451197774709487,0.002175381002723165,0.0005075902783171244,0.00572069605842613,0.012769786820331563,0.0005326589964473857,0.0012700357675285052,0.0009532499336038895,0.001694761137054265,0.0003775952166918333,0.00549920041211985,0.0008663733981751737,0.0006919204431828333,0.001180956154566005,0.00034897119282576664,0.0016152524749361368,0.0045973081418291244,0.00051629779311203,0.0003591660661069486,0.0001974058377823,0.0005146178887884574,0.0003882319136291449,0.00046496045381496666,0.00037272406070914003,0.000994546629074125,0.0003660759723447916,0.001504391606201645,0.012007130816694815,0.00041498805596657955,0.00140130835829113,0.0013100436008449052,0.00041514561386492,0.002984628309472265,0.006408829091840445,0.004428517111645925,0.0008174559064368583,0.002689813468711405,0.0005567730562523345,0.0,0.00027975617650045155,0.0004959753265023734,0.0005344011621703,0.01684106578518661,0.011716815811785025,0.003410053301211405,0.0007533589874972667,0.0009841094625968265,0.0003880874636805,0.00266378622822468,0.014596267948565741,0.01851957028067024,0.005317413979741475,0.0006710938613288401,0.0014108058952941632,0.0004167431042295,0.001684773435228865,0.0041301692722418345,0.0006542293023155,0.0003132748741096332,0.0,0.0005584004381606571,0.000486773437647424,0.00030746122923900834,0.0004028182815793333,0.0001244588009181,0.003343107919818475,0.0026239245921326,0.0006723010921186066,0.0012506265405973843,0.00156091662317817,0.000843543660848865,0.0006437768372631375,0.0003718817504144,0.00503192076260203,0.006508323950678616,0.0006657090219615643,0.00230477312487811,0.001188450930646895,0.00119552784817366,0.0005803117944019484,0.00253622881948148,0.002416295561415235,0.00040242106610028576,0.0003867907160302337,0.001050946205833721,0.00041037629723255004,0.0005810501759987057,0.00579539210110876,0.002798580102890285,0.00041752142314575554,0.0010735450557064303,0.01051730831672742,0.0004163303654214167,0.001004981456260925,0.000767301732082591,0.001402709537303475,0.00326410147947579,0.0003997975749943714,0.0007659648507889389,0.00264665339475506,0.0076734823254631405,0.0006997810285289842,0.001966634335386485,0.007273947626889101,0.038726956134201324,0.003264755317647035
2030,45.24823186056613,36.25,36.25,36.25,0.004255697008165532,0.001939415819768263,0.0004538114827929461,0.0062599688510722945,0.01267318157126111,0.0005924204328505,0.001228518223550237,0.0013189132195122236,0.0017991130844333104,0.00043522328369452,0.005293596172808022,0.0009923902950735599,0.0005880645036472399,0.0010788132151218707,0.0002556423350038,0.0009971704512208388,0.004390840949016431,0.00040262669876517995,0.00040079930410017145,0.0,0.0004098181447678034,0.0004178354973337875,0.00030152175980805834,0.00026353100642016665,0.0010795421560844,0.0003978101655489,0.0015974819994282526,0.01227776037725839,0.0005594238462023675,0.0016404885571622949,0.001460821969421561,0.00032797446374757845,0.0032836291003760106,0.006370680976151226,0.004114741746208094,0.0006591659876351379,0.0022712345560990423,0.0008086989390335333,3.692402217804468e-05,0.0003403708828050352,0.0004836591153785067,0.00049091363307129,0.01648454584153741,0.011275308121132638,0.0037792626759230634,0.0008947851278727125,0.0011397636077339823,0.00037088791290025,0.002650630733219226,0.014324379719526685,0.018510835044958242,0.005845519340912548,0.00046704603609382724,0.001204953654968411,0.00048204442306253335,0.001559907842372137,0.0042941564288313,0.0007784058355958801,0.0004657330057589875,0.0,0.00036153357142955,0.000422049044516925,0.00029661209623547,0.00022376366378495,0.0,0.002902752873998321,0.0024685869526841313,0.0008105653815109904,0.0011408216361372316,0.0016088127397727579,0.0013074913853543947,0.0008608096683910062,0.000362753388721,0.005770301487677773,0.006925796687703827,0.0006679604027298625,0.002440763751711579,0.0010950294767291264,0.0010887919029684279,0.0005970055105288231,0.002466005110038442,0.002101263588707221,0.00046657007639171666,0.00048186043983667064,0.0010030791055585,0.0005298601628837,0.0005339464362709993,0.005896536610300495,0.0028571723313383104,0.0003833331895156727,0.0009237990018123499,0.009699111361947142,0.0004164058591741,0.0008945995347135706,0.0008672151555256,0.0016742388227011054,0.0034824402968856947,0.0003786285065066667,0.0005686678845423444,0.002473337744258858,0.007984339293654105,0.0008387818902025842,0.0021692099699850524,0.008434837974308116,0.03723459979727769,0.003899532088916126
2040,45.24823186056613,36.25,36.25,36.25,0.004192522179669251,0.00219906008993125,0.0006895968114624071,0.006989299315673815,0.012660495550477515,0.00039439932237883004,0.0014734612494992723,0.001294765638912021,0.001523074993377535,0.00020143905613343013,0.0054750622530963,0.0006974368514178562,0.0005339313675148818,0.001335192753376295,0.0003030300606363,0.0011781669124673105,0.004098250090642025,0.0005205357695884,0.0004203891559708334,0.0,0.0005516483022845312,0.0005282563278779308,0.0003824129869163169,0.00032623467590455553,0.0010310858468934,0.0005051486913254,0.001490180089466225,0.011705303715446765,0.000489208711497975,0.001220778176273225,0.0010933736121311296,0.0003520541427286785,0.003657628275833395,0.005980417334742709,0.00390574570907545,0.00064912725981679,0.0023888354465607603,0.0004792557365917455,0.00046476067559775,0.0003654239223718231,0.0004882753701679,0.0006061024240829001,0.016092101805735077,0.01102044615515536,0.0032581903308625147,0.0007409424258173722,0.0007691557838710333,0.0004055894260833997,0.002825025423928905,0.014572707315089788,0.01874990137876835,0.00583931336515067,0.00051687422768863,0.001283578612309705,0.0003210255838616,0.001473550844779705,0.004328146886835075,0.0006015692309306154,0.00035423514554683294,0.0,0.0002459585788003664,0.0003328964143234933,0.00043559792854202,0.00028440255376676666,0.0004134685033372,0.0033534610998657947,0.002403874858305155,0.0005302147022659208,0.001193515195977845,0.0019713381607739736,0.0009565116507792651,0.00061539987067926,0.0003546420267124,0.005281777002289404,0.0063280144059335896,0.0008178713657953705,0.002387106387745795,0.001080150711244215,0.001151635794815205,0.0005294837521888294,0.002464097947469885,0.00267231814175223,0.0004965987364999,0.000566992047589,0.001066105630492785,0.0003903621138754007,0.00047131501880112037,0.00581597002043463,0.003005100675745825,0.00045343895637811995,0.001302863449405021,0.009702270657363735,0.00041866584643850005,0.0008046459079971052,0.0008407528476089647,0.00131078677249972,0.003003693869737555,0.0003441253250935,0.0007507013961571133,0.0025582005403142053,0.007642795338400775,0.0007691370203950471,0.0021978812305727203,0.007809616579173175,0.03857443246175346,0.00382297214367157
2050,45.24823186056613,36.25,36.25,36.25,0.00427244907949375,0.0024451618992848553,0.0005959220502872445,0.0062226007185377,0.01247967447461476,0.0004395585549854083,0.00103239716334449,0.001108410919775375,0.00176036343368873,0.0005684860429745799,0.005821952411797425,0.0006125944707966579,0.00044135848952063636,0.0009062034436181796,0.0004578687125467667,0.0013531033658238211,0.00498800015744494,0.0004434821531783692,0.0004886485644171733,0.0003597797645092,0.00033943212438320184,0.0004083477992359058,0.00041216238080580767,0.0002356134047234998,0.0009671730166143222,0.000496677989435491,0.001682313597905865,0.011386510176900835,0.0005364292047679084,0.0014125918407750682,0.0011666764046873125,0.0004172520389611143,0.0035035033135087748,0.00586349637491005,0.004297121323143275,0.0005038908535106857,0.00242959432528554,0.0005680782749116678,0.0,0.00040831568022864617,0.0005103667328491013,0.0005807035876826764,0.017203680700451356,0.011351380262394541,0.00342141933849992,0.0006159745246001368,0.0008149491296079333,0.00041720590383293333,0.00287771091593642,0.01473029403311563,0.016893619080648715,0.005406501763536456,0.0005807939119795922,0.001388609394905765,0.0003718678598193875,0.00135848768636797,0.00412475493744101,0.00057173340372695,0.00048716351790843075,0.00019209296850365,0.0002968016652482,0.0005300426838487226,0.0003025438344275889,0.0,0.0,0.00325907510452208,0.0024373712855958853,0.00046768302194476197,0.0012021159203406651,0.00197049421665753,0.0013310610454486884,0.0007559038977979124,0.0004180422539313,0.005840268983671685,0.00682023067826064,0.0007112044037074375,0.002082189473011415,0.00137203634747611,0.0010363249091925578,0.0006399089577625176,0.002451090631409015,0.002503100621051075,0.0004204875214547125,0.0005130698555478667,0.00092792823450818,0.00029502610897495665,0.0007200417024475545,0.005547200175926445,0.003069487792495525,0.0004593144588226625,0.0008912785677806814,0.009286815405859945,0.000537003722020625,0.0008266201177393401,0.0006018340911395312,0.0014345950923335148,0.0032341317309265245,0.000312714635943525,0.0006417202530462688,0.00245196672020278,0.0075386011350544,0.0007610157195162,0.0019855410993177398,0.007351923984298544,0.03890363457632566,0.003360779546554065
