retention_time	intensity	retention_time_min
0.9516122	0.00019752023004423786	0.015860203333333333
1.4585717	0.00018391962109542978	0.024309528333333334
1.9639006	0.00018591531236977914	0.03273167666666667
2.9766476	0.00017539023359036584	0.04961079333333333
3.4820511	0.000161133411706538	0.058034185
4.4944149	0.0005008239720338118	0.07490691499999999
5.0003608	0.00037380828725019466	0.08333934666666667
5.5061693	0.00017634749674157055	0.09176948833333333
6.5189536	0.0006423860919627663	0.10864922666666667
7.0248166	0.00023513657220504538	0.11708027666666668
7.530684	0.0004726817635408542	0.1255114
8.0371806	0.00021767756945750076	0.13395300999999998
9.049378	0.0005072578245695462	0.15082296666666667
9.5557527	0.00025864153745742605	0.15926254499999998
10.0608924	0.00011665950801503847	0.16768154
10.5675648	0.00015919391691950407	0.17612608
11.0740173	0.0009347615362912349	0.184566955
11.5801909	0.0001278284303465418	0.19300318166666666
12.5918432	0.0004312103710214075	0.20986405333333333
13.0985732	0.00036839404983988664	0.21830955333333335
13.604025	0.00021186595179819307	0.22673375
14.6166409	0.00010876146554748466	0.24361068166666666
15.1217151	0.00021581843322165083	0.25202858499999997
15.6279852	0.00015705140127046318	0.26046642
16.1340572	0.0004131924580449995	0.26890095333333336
16.6409526	3.411970504827282e-05	0.27734920999999996
17.1471866	0.0002143350677552632	0.28578644333333336
18.1585966	0.0006706650295025434	0.3026432766666666
19.1714305	0.00041987323935627045	0.31952384166666664
19.6777729	0.0005388742154774576	0.3279628816666667
20.1831969	0.00018359233416833146	0.336386615
20.6889449	0.00015004002976366594	0.34481574833333334
21.1955352	0.0003846633920559944	0.35325892
21.7020912	0.0003641681966908675	0.36170152000000005
23.2192995	0.000328210759047055	0.386988325
23.7258181	0.00044280285905149835	0.3954303016666667
24.7387724	0.0002104552824086966	0.41231287333333333
25.2439721	0.0001972691325051369	0.42073286833333334
26.2563507	0.00036659619668420187	0.437605845
26.7626201	0.0009488859590534811	0.4460436683333333
29.292911	0.00019245790124095956	0.48821518333333336
30.3050529	0.0006315620081084152	0.505084215
30.8109394	0.0004628960111294944	0.5135156566666667
31.3168612	7.650856895972348e-05	0.5219476866666667
31.823349	0.0007188245139951717	0.53038915
33.3425752	0.00025907378478329924	0.5557095866666667
35.3658606	0.0002415255154721917	0.58943101
36.8845621	0.0005387354289451334	0.6147427016666666
37.8968543	0.00016049443259216685	0.6316142383333333
38.4032395	0.00017959887943420612	0.6400539916666667
39.4148476	0.000148366513426451	0.6569141266666667
39.920795	0.00012287655048973093	0.6653465833333333
40.9328613	0.0002429199848342337	0.6822143549999999
41.9445434	0.00026799454648652126	0.6990757233333333
42.451925	0.0003053685067560274	0.7075320833333334
