retention_time	intensity	retention_time_min
1.4676267	0.00013089354668915034	0.024460445
1.9734299	8.432677443615749e-05	0.03289049833333333
2.4787247	9.777405882649632e-05	0.04131207833333333
2.9858242	0.00022480296293953895	0.04976373666666667
3.4914797	5.2176638676195274e-05	0.058191328333333334
3.996908	0.00019223964652886433	0.06661513333333333
4.5033579	6.642970704094136e-05	0.075055965
5.0095518	0.00031834367916752524	0.08349253
7.0342053	0.0002026052858743365	0.117236755
8.0465717	0.00018766390804031617	0.1341095283333333
9.5647963	0.00016106251211444296	0.15941327166666666
10.070238	0.00024723603429426135	0.1678373
11.589398	0.00010201319587427748	0.19315663333333333
12.0943762	0.00015175963932835407	0.20157293666666665
12.600524	0.00010296177108051189	0.21000873333333334
13.1066531	0.00012695880390926976	0.21844421833333336
13.6132703	0.0001812473276317318	0.22688783833333334
14.6251558	0.000242082226199319	0.24375259666666665
16.649292	0.0001234863838102087	0.27748819999999996
17.155617	0.00010963302264738753	0.28592695
17.6619386	9.050401144546094e-05	0.2943656433333333
18.1678361	8.686891156501245e-05	0.3027972683333333
19.1805681	9.12359321364029e-05	0.319676135
19.6860027	0.00023433892968552838	0.328100045
20.1925078	0.00011547915601233978	0.33654179666666667
20.6980236	0.00016076131355203645	0.34496706
21.2051689	0.00011468847918828875	0.35341948166666665
21.711279	0.00011022013731874468	0.36185465
23.7350322	9.62197779255494e-05	0.39558387
24.2406097	0.00011942769923747835	0.40401016166666665
25.7600376	0.00011823009348636779	0.42933396
27.27842	0.00011564525282198261	0.45464033333333337
27.7834788	0.0002475586682948564	0.46305798000000004
28.2901361	9.536197272529118e-05	0.47150226833333336
28.7960669	0.00020168430597606733	0.4799344483333333
29.3016326	8.474870084093824e-05	0.48836054333333334
29.808705	0.0003302781240940145	0.49681175
31.3263958	0.00023380045316877962	0.5221065966666667
31.8318809	0.00016799093005248348	0.5305313483333334
33.8573299	7.218722851167159e-05	0.5642888316666668
34.3623631	0.00015490416124621628	0.5727060516666668
35.8813494	7.591512411627263e-05	0.59802249
36.387365	9.169226667836795e-05	0.6064560833333333
36.8927977	0.00018080038941622337	0.6148799616666667
37.9064305	3.468689297937286e-05	0.6317738416666666
38.9178928	0.0001229397872005933	0.6486315466666667
39.4240534	0.0002836500358663268	0.6570675566666666
39.9302275	9.546032664788136e-05	0.6655037916666667
40.4367678	0.0002264636561778447	0.6739461299999999
40.9424812	0.0001068452447224895	0.6823746866666667
41.9550778	3.998843349632136e-05	0.6992512966666666
42.9668606	0.00026795894522165084	0.7161143433333332
43.4726526	0.00030372679147911655	0.72454421
43.9792146	0.0001777225775191611	0.7329869099999999
45.49733319999999	0.00017937627787982475	0.7582888866666665
46.0030621	0.00010873740483705285	0.7667177016666666
46.5087618	0.0001121888672388769	0.77514603
47.0148167	0.00015272083906722557	0.7835802783333333
47.5216801	0.0002722696881078538	0.7920280016666666
48.5329076	0.00020865475741918863	0.8088817933333333
49.5459597	0.0001169332922010195	0.8257659949999999
50.0518844	6.913865929456394e-05	0.8341980733333333
50.5579958	0.00019522246570016053	0.8426332633333333
51.0638896	0.00015580415520059324	0.8510648266666667
51.570349	9.287197850343995e-05	0.8595058166666667
52.0762947	9.605132588798732e-05	0.8679382449999999
52.5828512	9.840242760585297e-05	0.8763808533333334
53.0879989	0.00011680515034448489	0.8847999816666667
53.5950216	8.450383317679722e-05	0.89325036
54.6067538	6.935060938562436e-05	0.9101125633333333
55.6184993	2.487645030708373e-05	0.9269749883333334
56.125128	0.00010982738227538644	0.9354188
56.6313328	0.00017865084704493455	0.9438555466666667
57.6432548	0.00039296192515849993	0.9607209133333333
59.1612127	0.0002460064134737342	0.9860202116666666
60.1740748	0.00026794530244799857	1.0029012466666667
60.6792439	0.00020019218449711723	1.0113207316666668
61.1859282	0.00011123739511039103	1.01976547
61.692004	0.00011080462459114685	1.0282000666666666
62.1984207	8.099802113793395e-05	1.036640345
63.7164023	0.00010856761211789212	1.0619400383333333
64.223044	0.00011763728394432054	1.0703840666666666
66.2468206	9.651959917388815e-05	1.1041136766666668
66.752838	0.00010444236792846391	1.1125473
67.2592644	9.869218976169602e-05	1.1209877400000001
67.7647375	0.00010996026956549009	1.1294122916666667
68.271127	0.00014777021408714447	1.1378521166666669
69.2831587	7.433492561461204e-05	1.1547193116666667
70.2951447	0.00028360059963563445	1.171585745
70.8009864	0.00015559867182874168	1.18001644
71.8135178	0.00020675552374914468	1.1968919633333333
72.3204002	0.0001421566311343565	1.2053400033333332
72.8266994	0.00034935851225451975	1.2137783233333332
73.3324665	0.0002898684729475185	1.222207775
73.8383195	0.0003125366335638806	1.2306386583333333
74.3445402	0.00012481966345672432	1.2390756699999999
74.8501465	0.00011475804837807264	1.2475024416666665
75.3563076	0.0001211319833735876	1.2559384599999999
75.8622772	0.0002035147300689025	1.2643712866666665
76.8744736	7.869906136471981e-05	1.2812412266666666
77.8870507	0.00014259224101812089	1.2981175116666668
78.3930793	0.0002769292305661483	1.3065513216666667
78.8987292	0.00034379419321856096	1.31497882
79.4050109	0.00013961110483391766	1.3234168483333333
79.9109776	9.130706057208946e-05	1.3318496266666666
80.4181077	7.942527627566998e-05	1.3403017949999998
80.9228196	0.00018615414981922366	1.34871366
81.936379	0.0001762047222865573	1.3656063166666668
82.4416336	9.204757211465027e-05	1.3740272266666667
82.9484634	8.318680494162243e-05	1.3824743899999998
83.4536516	0.00010361404624731154	1.3908941933333334
83.9601558	9.540364405226571e-05	1.39933593
84.9726423	0.00023471386814713743	1.4162107050000001
